district_id,species,year_min,year_max,Lambda_import,p_ge1_major_mean,p_ge1_major_p2_5,p_ge1_major_p97_5,mean_q_import_mean,mean_q_import_p2_5,mean_q_import_p97_5,mean_p_month_major_mean,mean_p_month_major_p2_5,mean_p_month_major_p97_5,mean_p_est_mean,mean_p_est_p2_5,mean_p_est_p97_5,scenario,m_val,beta_vh,beta_hv,ip_days,gamma_day,p_base_mean,p_base_p2_5,p_base_p97_5,delta_abs,delta_pct
TUR.10.4_1,aegypti,2025,2075,1.1397090351891614,0.010783088779876932,0.010744794572696871,0.010821036616599061,1.8296796198330993e-4,1.8296796198330993e-4,1.8296796198330993e-4,1.7707178454397762e-5,1.764398328454317e-5,1.7769831748325523e-5,0.005275769948997726,0.005256909749339412,0.005294774787998431,base,1,0.3,0.33,5,0.2,0.010783088779876932,0.010744794572696871,0.010821036616599061,0,0
TUR.39.3_1,albopictus,2025,2075,0.08930304385722287,7.38307567791363e-8,6.718441524500295e-8,8.093482647131278e-8,1.4338026506301598e-5,1.4338026506301598e-5,1.4338026506301598e-5,1.2063849287672934e-10,1.097784575525475e-10,1.322464501106829e-10,4.214594864866714e-7,3.84225724943281e-7,4.612511172230922e-7,base,1,0.3,0.33,5,0.2,7.38307567791363e-8,6.718441524500295e-8,8.093482647131278e-8,0,0
TUR.40.25_1,albopictus,2025,2075,239.1124383502067,0.9921836694758173,0.9920829828345693,0.99228433401035,0.037558238947917745,0.037558238947917745,0.037558238947917745,0.0076081719787855825,0.007588878672763237,0.0076280274593907545,0.012289495211810874,0.012256801057096133,0.012322653497544637,base,1,0.3,0.33,5,0.2,0.9921836694758173,0.9920829828345693,0.99228433401035,0,0
TUR.59.4_1,albopictus,2025,2075,73.93375411456199,0.0032204621464619154,0.003034308268372932,0.003421984857668714,0.011790003984745676,0.011790003984745676,0.011790003984745676,5.265558080585109e-6,4.961204029947576e-6,5.595011219084268e-6,2.2880365231139312e-5,2.162863357159048e-5,2.424953493500433e-5,base,1,0.3,0.33,5,0.2,0.0032204621464619154,0.003034308268372932,0.003421984857668714,0,0
TUR.81.6_1,aegypti,2025,2075,0.15407302510008414,9.26417545627401e-4,9.19824272567657e-4,9.329447133028884e-4,2.47370059369938e-5,2.47370059369938e-5,2.47370059369938e-5,1.5144042291085367e-6,1.5036215440056225e-6,1.5250792932121574e-6,0.0033352385694126107,0.003310794523573541,0.003359326842469368,base,1,0.3,0.33,5,0.2,9.26417545627401e-4,9.19824272567657e-4,9.329447133028884e-4,0,0
TUR.10.4_1,aegypti,2025,2075,1.1397090351891614,7.722482572651735e-6,7.095519198671574e-6,8.36429866822308e-6,1.8296796198330993e-4,1.8296796198330993e-4,1.8296796198330993e-4,1.2618446696239191e-8,1.1593996067235602e-8,1.3667166482064767e-8,3.4427587408298057e-6,3.1674787212166197e-6,3.7202163561192703e-6,m_050,0.5,0.3,0.33,5,0.2,0.010783088779876932,0.010744794572696871,0.010821036616599061,-0.01077536629730428,-99.92838339060081
TUR.39.3_1,albopictus,2025,2075,0.08930304385722287,3.3206770666538433e-16,3.3306690738754696e-16,3.3306690738754696e-16,1.4338026506301598e-5,1.4338026506301598e-5,1.4338026506301598e-5,5.425942919369025e-19,5.442269728554689e-19,5.442269728554689e-19,2.1195162545904112e-15,1.9041685439753574e-15,2.3552193238531964e-15,m_050,0.5,0.3,0.33,5,0.2,7.38307567791363e-8,6.718441524500295e-8,8.093482647131278e-8,-7.383075644706859e-8,-99.9999995502312
TUR.40.25_1,albopictus,2025,2075,239.1124383502067,4.857061112337857e-6,4.739840494083492e-6,4.985866015533302e-6,0.037558238947917745,0.037558238947917745,0.037558238947917745,7.936391844327646e-9,7.74485406300802e-9,8.14685828829129e-9,1.1230284810446524e-8,1.0962793153569674e-8,1.1519522115715545e-8,m_050,0.5,0.3,0.33,5,0.2,0.9921836694758173,0.9920829828345693,0.99228433401035,-0.992178812414705,-99.99951046754127
TUR.59.4_1,albopictus,2025,2075,73.93375411456199,3.6641772171996935e-11,3.3216771000432745e-11,4.046772916765917e-11,0.011790003984745676,0.011790003984745676,0.011790003984745676,5.987217675162898e-14,5.427576960855023e-14,6.612374047003133e-14,2.5356188281930693e-13,2.3041415362473144e-13,2.7921413819364864e-13,m_050,0.5,0.3,0.33,5,0.2,0.0032204621464619154,0.003034308268372932,0.003421984857668714,-0.0032204621098201433,-99.99999886222007
TUR.81.6_1,aegypti,2025,2075,0.15407302510008414,1.2657835750662372e-9,1.1954462142416133e-9,1.3414415467316588e-9,2.47370059369938e-5,2.47370059369938e-5,2.47370059369938e-5,2.0682738154677078e-12,1.9533434873228975e-12,2.191897952175913e-12,4.466394131112089e-9,4.214448765996973e-9,4.743639223396481e-9,m_050,0.5,0.3,0.33,5,0.2,9.26417545627401e-4,9.19824272567657e-4,9.329447133028884e-4,-9.26416279843826e-4,-99.99986336791859
