district_id,species,year_min,year_max,Lambda_import,p_ge1_major,mean_p_est,mean_p_local_major,mean_q_import,mean_p_month_major
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,0.0018094969652693305,9.345941070329095e-4,9.345941070329095e-4,1.7502809498965566e-4,2.958835580672809e-6
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,3.122703973179597e-8,2.1801880815830864e-7,2.1801880815830864e-7,1.3715769690855188e-5,5.102457526938379e-11
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,0.9828217765474132,0.011034948886422816,0.011034948886422816,0.035963827508213475,0.006456040580512075
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,7.885223648398387e-4,6.842946035469002e-6,6.842946035469002e-6,0.011281805042226417,1.2889214461827695e-6
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,3.318467359981758e-4,0.0013043268947436062,0.0013043268947436062,2.366344964886827e-5,5.423173209353947e-7
