district,m_050,m_080,m_120,m_200,beta_minus_20,beta_plus_20,ip_minus_20,ip_plus_20
Hopa (Artvin),-2.3639293186153245,-1.6376935585205321,2.106179679155224,10.561660312148305,-1.6376935585205321,2.106179679155225,-1.6376935585205321,2.1061796791552263
Egirdir (Isparta),-1.7491854915285821e-6,-1.7452674863305263e-6,1.9035699573990427e-4,0.32040361673693946,-1.7452674863305263e-6,1.9035699573990427e-4,-1.7452674863305263e-6,1.9035699573990427e-4
Kartal (Istanbul),-99.92626941845992,-63.02341129460316,0.07326036511374756,0.07326048107786365,-63.02341129460319,0.07326036511374756,-63.02341129460316,0.07326036511374756
Fethiye (Mugla),-0.03702767330615401,-0.03693172993266584,2.6377785609732998,99.6745850486782,-0.03693172993266584,2.637778560973302,-0.03693172993266584,2.6377785609733087
Zonguldak,-0.2177498778927669,-0.20347111739565377,0.39793390274773494,2.054356555612351,-0.20347111739565377,0.397933902747736,-0.20347111739565377,0.397933902747736
