district_id,species,year_min,year_max,Lambda_import,p_ge1_major_mean,p_ge1_major_p2_5,p_ge1_major_p97_5,mean_q_import_mean,mean_q_import_p2_5,mean_q_import_p97_5,mean_p_month_major_mean,mean_p_month_major_p2_5,mean_p_month_major_p97_5,mean_p_est_mean,mean_p_est_p2_5,mean_p_est_p97_5
TUR.10.4_1,aegypti,2025,2075,1.1397090351891614,0.02057834351671331,0.020535688034371842,0.02062329522808029,1.8296796198330993e-4,1.8296796198330993e-4,1.8296796198330993e-4,3.395737023837538e-5,3.388627833406962e-5,3.4032323249646914e-5,0.010357632461360384,0.010335055594777685,0.010382319468399627
TUR.39.3_1,albopictus,2025,2075,0.08930304385722287,5.265036695112801e-6,4.942108239558429e-6,5.5782902701501104e-06,1.4338026506301598e-5,1.4338026506301598e-5,1.4338026506301598e-5,8.603011668803814e-9,8.075349814031316e-9,9.114864823237867e-9,3.0500400465833783e-5,2.87033378811624e-5,3.226238260873444e-5
TUR.40.25_1,albopictus,2025,2075,239.1124383502067,0.9999992787662845,0.999999267286877,0.999999290433387,0.037558238947917745,0.037558238947917745,0.037558238947917745,0.02155714756433762,0.02153393259015732,0.021580277627167747,0.03743566171082853,0.03739303411556509,0.037479565131591695
TUR.59.4_1,albopictus,2025,2075,73.93375411456199,0.06484055611719,0.0638721731156251,0.06593648823052642,0.011790003984745676,0.011790003984745676,0.011790003984745676,1.0883786218069476e-4,1.0717217946254787e-4,1.1072789059554498e-4,5.137699125492731e-4,5.058977856299371e-4,5.222698638035847e-4
TUR.81.6_1,aegypti,2025,2075,0.15407302510008414,0.0027910747776716404,0.0027810051181782203,0.0028013364729843867,2.47370059369938e-5,2.47370059369938e-5,2.47370059369938e-5,4.566738630028114e-6,4.5502400372618276e-6,4.583551728224919e-6,0.010495277182348895,0.010455766816803297,0.010534709687896918
