district_id,species,year_min,year_max,Lambda_import,p_ge1_major,mean_p_est,mean_p_local_major,mean_q_import,mean_p_month_major
TUR.10.4_1,aegypti,2025,2075,1.1397090351891614,0.011054258194504452,0.0054294490217424,0.0054294490217424,1.8296796198330993e-4,1.8155336985929085e-5
TUR.39.3_1,albopictus,2025,2075,0.08930304385722287,3.4202097365376716e-7,1.9704175034840957e-6,1.9704175034840957e-6,1.4338026506301598e-5,5.588578410862868e-10
TUR.40.25_1,albopictus,2025,2075,239.1124383502067,0.9947005002093278,0.013375630490057328,0.013375630490057328,0.037558238947917745,0.008228121667224919
TUR.59.4_1,albopictus,2025,2075,73.93375411456199,0.007255183182315772,5.323285623903387e-5,5.323285623903387e-5,0.011790003984745676,1.1881256069227991e-5
TUR.81.6_1,aegypti,2025,2075,0.15407302510008414,0.0010796738161545916,0.003944196354825495,0.003944196354825495,2.47370059369938e-5,1.7650721030080006e-6
