district_id,province_name,district_name,pi_scenario,year,month,V_TR,A_d,V_in_day,rate_pp_year,daily_rate,pi_weighted,seasonal_multiplier,M_climate,eta,days_in_month,d_days,lambda_import_per_day,lambda_import_window,lambda_import,expected_imported_cases_per_month,q_import_month
TUR.81.6_1,Zonguldak,Merkez,main,2058,6,4.900085204893655e-4,4572,15.51674146664898,2.781819323442242e-4,8.911684526773812e-7,2.673501784178356e-6,1.2387599814800696,1.1692940748745135,0.25,30,3,1.0371008998930083e-5,3.1113026996790246e-5,3.111302699679025e-4,3.111302699679025e-4,3.111254299159594e-5
TUR.81.6_1,Zonguldak,Merkez,main,2058,7,4.900085204893655e-4,4572,17.63403985815973,2.781819323442242e-4,8.911684526773812e-7,2.673501784178356e-6,1.407791895937949,1.1692940748745135,0.25,31,3,1.1786159255765571e-5,3.5358477767296716e-5,3.653709369287327e-4,3.653709369287327e-4,3.535785266373104e-5
TUR.81.6_1,Zonguldak,Merkez,main,2058,8,4.900085204893655e-4,4572,20.93931077257821,2.781819323442242e-4,8.911684526773812e-7,2.673501784178356e-6,1.6716641364809814,1.1692940748745135,0.25,31,3,1.3995321177488228e-5,4.1985963532464683e-5,4.3385495650213505e-4,4.3385495650213505e-4,4.1985082134265994e-5
TUR.81.6_1,Zonguldak,Merkez,main,2058,9,4.900085204893655e-4,4572,17.24596323376629,2.781819323442242e-4,8.911684526773812e-7,2.673501784178356e-6,1.3768102756615694,1.1692940748745135,0.25,30,3,1.1526778368837127e-5,3.458033510651138e-5,3.458033510651138e-4,3.458033510651138e-4,3.4579737213658035e-5
TUR.81.6_1,Zonguldak,Merkez,main,2058,10,4.900085204893655e-4,4572,16.44694550110813,2.781819323442242e-4,8.911684526773812e-7,2.673501784178356e-6,1.3130216771444592,1.1692940748745135,0.25,31,3,1.0992734535374191e-5,3.297820360612257e-5,3.4077477059659995e-4,3.4077477059659995e-4,3.2977659831123773e-5
TUR.81.6_1,Zonguldak,Merkez,main,2058,11,4.900085204893655e-4,4572,9.858045634882767,2.781819323442242e-4,8.911684526773812e-7,2.673501784178356e-6,0.7870049555407285,1.1692940748745135,0.25,30,3,6.588875648342683e-6,1.9766626945028048e-5,1.976662694502805e-4,1.976662694502805e-4,1.9766431586520916e-5
TUR.81.6_1,Zonguldak,Merkez,main,2058,12,4.900085204893655e-4,4572,7.846836113113983,2.781819323442242e-4,8.911684526773812e-7,2.673501784178356e-6,0.6264425155919956,1.1692940748745135,0.25,31,3,5.244632587141347e-6,1.5733897761424043e-5,1.6258361020138177e-4,1.6258361020138177e-4,1.573377398433884e-5
TUR.81.6_1,Zonguldak,Merkez,main,2059,1,4.900085204893655e-4,4572,7.866210572843352,2.781819323442242e-4,8.522984512295927e-7,2.5568920848373367e-6,0.6279892517689902,1.118293097173032,0.25,31,3,5.028262887841734e-6,1.5084788663525203e-5,1.5587614952309377e-4,1.5587614952309377e-4,1.5084674888643512e-5
TUR.81.6_1,Zonguldak,Merkez,main,2059,2,4.900085204893655e-4,4572,6.51460965618805,2.781819323442242e-4,8.522984512295927e-7,2.5568920848373367e-6,0.520085854004514,1.118293097173032,0.25,28,3,4.1642884664280265e-6,1.2492865399284079e-5,1.1660007705998474e-4,1.1660007705998474e-4,1.2492787363815872e-5
TUR.81.6_1,Zonguldak,Merkez,main,2059,3,4.900085204893655e-4,4572,7.223301417490455,2.781819323442242e-4,8.522984512295927e-7,2.5568920848373367e-6,0.5766633896290498,1.118293097173032,0.25,31,3,4.617300555193915e-6,1.3851901665581744e-5,1.4313631721101137e-4,1.4313631721101137e-4,1.3851805728437583e-5
