district_id,year,month,temp_c,rh,province_name.x,district_name.x,lambda_import,q_import_month,days_in_month,province_name.y,district_name.y,species,p_local_major,p_establishment,q_extinction,lambda_local_i1,p_month_major
TUR.10.4_1,2025,1,1.9076979631174575,82.07717808602479,Artvin,Hopa,0.0012406058465104165,1.2005142355853149e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2025,2,1.5397522550158422,86.2872310110294,Artvin,Hopa,9.280107171415018e-4,9.942477672297834e-5,28,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2025,3,8.335869807859554,70.30499235306922,Artvin,Hopa,0.001139210536847663,1.1024010409832474e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2025,4,9.7727491014144,84.49056491570018,Artvin,Hopa,0.0015063964043742675,1.5062829485645857e-4,30,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2025,5,14.633528597214642,82.55988178974857,Artvin,Hopa,0.002105543856917663,2.037415506046525e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2025,6,20.200050914988797,82.508457048709,Artvin,Hopa,0.0023682543329722507,2.3679739236792674e-4,30,Artvin,Hopa,aegypti,1.7486012637846215e-16,1.7486012637846215e-16,0.9999999999999998,0.0527026545071539,0
TUR.10.4_1,2025,7,21.90388303644517,89.0671723615429,Artvin,Hopa,0.0027811222116474535,2.6910464403973045e-4,31,Artvin,Hopa,aegypti,4.39591762203928e-7,4.39591762203928e-7,0.9999995604082378,0.11672769576648714,1.2225583878588964e-9
TUR.10.4_1,2025,8,22.780098915100098,82.17669166736681,Artvin,Hopa,0.0033024073187210875,3.1953674229479034e-4,31,Artvin,Hopa,aegypti,4.611797745503859e-5,4.611797745503859e-5,0.999953882022545,0.13924708297397387,1.5230033467705795e-7
TUR.10.4_1,2025,9,17.966311987708597,83.59601243196332,Artvin,Hopa,0.002632178105334355,2.6318317176476924e-4,30,Artvin,Hopa,aegypti,0,0,1,0.012882716077325797,0
TUR.10.4_1,2025,10,11.512502726386574,87.9230093840779,Artvin,Hopa,0.0025939016705648103,2.509912387402835e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2025,11,9.041542340727414,81.17020000093409,Artvin,Hopa,0.0015045916270261359,1.5044784429041336e-4,30,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2025,12,4.256676830351353,71.84810634279388,Artvin,Hopa,0.0012375502369776368,1.1975575486622425e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2026,1,3.981240140794612,74.199668015224,Artvin,Hopa,0.001199535865963385,1.1607737856067502e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2026,2,4.729166994624607,73.13338427030675,Artvin,Hopa,8.972891288081533e-4,9.613349982262598e-5,28,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2026,3,5.834232825895443,76.21394315873329,Artvin,Hopa,0.0011014972254692662,1.0659082448494228e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2026,4,10.756913339390474,73.5511423082783,Artvin,Hopa,0.0014565274865404594,1.4564214180745605e-4,30,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2026,5,15.082682497361127,79.9875017238306,Artvin,Hopa,0.002035840295961726,1.9699739629919222e-4,31,Artvin,Hopa,aegypti,0,0,1,5.806510149573211e-5,0
TUR.10.4_1,2026,6,17.19030054877786,85.06349550085744,Artvin,Hopa,0.002289853800152597,2.289591648640954e-4,30,Artvin,Hopa,aegypti,0,0,1,0.006199326794840394,0
TUR.10.4_1,2026,7,20.535209711860208,89.92673046701165,Artvin,Hopa,0.002689053779556343,2.6019715377223473e-4,31,Artvin,Hopa,aegypti,2.739806714835424e-13,2.739806714835424e-13,0.999999999999726,0.06919327785305956,7.771561172376096e-16
TUR.10.4_1,2026,8,22.256203651428223,91.02319587879259,Artvin,Hopa,0.0031930818591323308,3.089601838208722e-4,31,Artvin,Hopa,aegypti,2.2493191234552732e-5,2.2493191234552732e-5,0.9999775068087654,0.13653395073245042,7.182259831317594e-8
TUR.10.4_1,2026,9,19.28712802774766,85.53725083528363,Artvin,Hopa,0.002545040434746651,2.544716600678676e-4,30,Artvin,Hopa,aegypti,0,0,1,0.03375433612232317,0
TUR.10.4_1,2026,10,14.798754748176124,82.22702549735915,Artvin,Hopa,0.0025080311328346664,2.4268323793219526e-4,31,Artvin,Hopa,aegypti,0,0,1,4.728530711191424e-6,0
TUR.10.4_1,2026,11,11.483078290434445,72.70373118989893,Artvin,Hopa,0.001454782455944923,1.4546766414769152e-4,30,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2026,12,4.926443494856358,75.02239986086029,Artvin,Hopa,0.001196581411704396,1.157914967797602e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2027,1,4.327662813066341,70.62942417977479,Artvin,Hopa,0.0012269780305950507,1.1873276012031031e-4,31,Artvin,Hopa,aegypti,0,0,1,0,0
TUR.10.4_1,2027,2,5.652651081614963,72.74163774931066,Artvin,Hopa,9.178166984237405e-4,9.833266842873556e-5,28,Artvin,Hopa,aegypti,0,0,1,0,0
