district_id,species,year_min,year_max,Lambda_import,p_ge1_major_mean,p_ge1_major_p2_5,p_ge1_major_p97_5,mean_q_import_mean,mean_q_import_p2_5,mean_q_import_p97_5,mean_p_month_major_mean,mean_p_month_major_p2_5,mean_p_month_major_p97_5,mean_p_est_mean,mean_p_est_p2_5,mean_p_est_p97_5,scenario,m_val,beta_vh,beta_hv,ip_days,gamma_day,p_base_mean,p_base_p2_5,p_base_p97_5,delta_abs,delta_pct
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,0.0015058637381956377,0.0014893389990406152,0.0015237897883427776,1.7502809498965566e-4,1.7502809498965566e-4,1.7502809498965566e-4,2.4619067902042615e-6,2.4348729688126027e-6,2.4912360492930516e-6,7.739496229957632e-4,7.654726427280183e-4,7.831959479246042e-4,base,1,0.3,0.33,5,0.2,0.0015058637381956377,0.0014893389990406152,0.0015237897883427776,0,0
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,4.940222985472253e-9,4.599236733127122e-9,5.31577301898789e-9,1.3715769690855188e-5,1.3715769690855188e-5,1.3715769690855188e-5,8.07225978018342e-12,7.515092701188107e-12,8.685903625797207e-12,3.4478482365195265e-8,3.2178011004371516e-8,3.696575021773589e-8,base,1,0.3,0.33,5,0.2,4.940222985472253e-9,4.599236733127122e-9,5.31577301898789e-9,0,0
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,0.9745737670131723,0.974270284700924,0.974881578826757,0.035963827508213475,0.035963827508213475,0.035963827508213475,0.00583347448602175,0.005815306080208224,0.005852368273548534,0.00990877935504405,0.00987753587605239,0.009940873432925271,base,1,0.3,0.33,5,0.2,0.9745737670131723,0.974270284700924,0.974881578826757,0,0
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,1.3419712559216779e-4,1.3091051719271994e-4,1.3780223996616716e-4,0.011281805042226417,0.011281805042226417,0.011281805042226417,2.192903318573308e-7,2.1391939295242128e-7,2.2518178515527308e-7,1.172068465417692e-6,1.1439215950264141e-6,1.2025878285182211e-6,base,1,0.3,0.33,5,0.2,1.3419712559216779e-4,1.3091051719271994e-4,1.3780223996616716e-4,0,0
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,1.997399547803844e-4,1.9625960526136743e-4,2.0353726238236114e-4,2.366344964886827e-5,2.366344964886827e-5,2.366344964886827e-5,3.2640192253501835e-7,3.207140678082551e-7,3.326078069337923e-7,7.740385569637872e-4,7.609409870172746e-4,7.886195288503293e-4,base,1,0.3,0.33,5,0.2,1.997399547803844e-4,1.9625960526136743e-4,2.0353726238236114e-4,0,0
TUR.10.4_1,aegypti,2025,2075,1.0902377690662848,2.6354397192340785e-9,2.394580561615456e-9,2.896958828380036e-9,1.7502809498965566e-4,1.7502809498965566e-4,1.7502809498965566e-4,4.3062740510360755e-12,3.912713335972967e-12,4.733592856830125e-12,1.3303213610900668e-9,1.2088147371878466e-9,1.4622777774136392e-9,m_050,0.5,0.3,0.33,5,0.2,0.0015058637381956377,0.0014893389990406152,0.0015237897883427776,-0.0015058611027559184,-99.99982498816775
TUR.39.3_1,albopictus,2025,2075,0.08542667321187623,0,0,0,1.3715769690855188e-5,1.3715769690855188e-5,1.3715769690855188e-5,0,0,0,1.313406536760927e-16,1.2118120595581773e-16,1.42229184131003e-16,m_050,0.5,0.3,0.33,5,0.2,4.940222985472253e-9,4.599236733127122e-9,5.31577301898789e-9,-4.940222985472253e-9,-100
TUR.40.25_1,albopictus,2025,2075,228.73330235524665,7.293331650459755e-7,7.154006899767751e-7,7.420751411940652e-7,0.035963827508213475,0.035963827508213475,0.035963827508213475,1.1917212720996588e-9,1.1689557746928802e-9,1.2125415090473697e-9,1.890863188884965e-9,1.8559672431406545e-9,1.922203983892475e-9,m_050,0.5,0.3,0.33,5,0.2,0.9745737670131723,0.974270284700924,0.974881578826757,-0.9745730376800072,-99.99992516388293
TUR.59.4_1,albopictus,2025,2075,70.72451709674914,5.855361751017085e-13,5.693223670277803e-13,6.032979671388716e-13,0.011281805042226417,0.011281805042226417,0.011281805042226417,9.567584560485433e-16,9.302653056009482e-16,9.857809920569797e-16,5.113665482344557e-15,4.974960167862793e-15,5.264702072986271e-15,m_050,0.5,0.3,0.33,5,0.2,1.3419712559216779e-4,1.3091051719271994e-4,1.3780223996616716e-4,-1.341971250066316e-4,-99.99999956367458
TUR.81.6_1,aegypti,2025,2075,0.14738518865082947,9.181337468078254e-12,8.61674342989005e-12,9.782441523498164e-12,2.366344964886827e-5,2.366344964886827e-5,2.366344964886827e-5,1.5002185405356624e-14,1.4079646127271324e-14,1.5984381574343405e-14,3.487878390917648e-11,3.276119124078562e-11,3.717145485297406e-11,m_050,0.5,0.3,0.33,5,0.2,1.997399547803844e-4,1.9625960526136743e-4,2.0353726238236114e-4,-1.9973994559904695e-4,-99.99999540335459
