scenario,m_val,beta_vh,ip_days,gamma_day,mean_delta_pct,mean_delta_abs,mean_p_mean
m_200,2,0.3,5,0.2,9238551.598706767,0.21436774817391396,0.40965046272830663
ip_plus_20,1,0.3,6,0.16666666666666666,4280.468211795499,0.00869479745638397,0.20397751201077666
m_120,1.2,0.3,5,0.2,4280.468211795494,0.00869479745638396,0.20397751201077666
beta_plus_20,1,0.36,5,0.2,4280.4682117954935,0.00869479745638396,0.20397751201077666
m_050,0.5,0.3,5,0.2,-99.99994902381597,-0.19528256815871836,1.4639567432777056e-7
beta_minus_20,1,0.24,5,0.2,-95.04975412235684,-0.1706228953850157,0.024659819169376995
ip_minus_20,1,0.3,4,0.25,-95.04975412235683,-0.17062289538501568,0.024659819169377022
m_080,0.8,0.3,5,0.2,-95.04975412235683,-0.17062289538501568,0.024659819169377015
